index,pe_ratio,pb_ratio,market_cap,return_on_asset_net_profit,du_return_on_equity,ev,earnings_per_share,revenue,total_expense,date,return
528,600048.XSHG,8.2482,1.9047,67156630560.0,2.052,11.1958,218727868096.0,0.58,21814023615.9,16895904145.0,2012-03-30,0.0
529,600050.XSHG,56.3914,1.2624,89661602751.0,0.9285,1.9904,356158970113.0,0.0666,215518511458.0,211730376165.0,2012-03-30,0.0
530,600061.XSHG,208.6571,4.4231,2587370128.0,1.4569,2.9063,3189613887.04,0.04,3013712499.72,2997834213.27,2012-03-30,0.0
531,600066.XSHG,10.9518,4.9092,16363215731.0,15.7443,40.5282,16173315675.3,2.06,16931925945.1,15608441565.2,2012-03-30,0.0
532,600068.XSHG,14.4846,2.2434,24970206275.0,2.9949,14.5196,77784235274.6,0.445,46539896164.9,44505331211.1,2012-03-30,0.0
533,600074.XSHG,7.0443,5.2279,1983722400.0,-1.0165,-7.5689,5932804514.11,-0.042,1483101015.54,1501724300.22,2012-03-30,0.0
534,600085.XSHG,33.8343,5.212999999999999,18124754474.0,9.7481,13.0291,20668016162.0,0.336,6108383711.48,5331517422.65,2012-03-30,0.0
535,600089.XSHG,23.9858,1.5813,20320166366.0,4.3156,9.9745,39861127742.5,0.4664,18164744134.4,17118737525.5,2012-03-30,0.0
536,600100.XSHG,19.7643,2.1656,18485620304.0,1.392,2.8793,30394394479.5,0.1165,13816198314.4,13649396367.7,2012-03-30,0.0
537,600104.XSHG,6.7976,1.5974,163509153108.0,11.5922,21.3675,326217540077.0,1.834,434803949081.0,406246596344.0,2012-03-30,0.0
538,600109.XSHG,440.0092,3.3903,10992660943.0,2.3623,7.5052,17162970494.4,0.235,933904853.38,636255608.14,2012-03-30,0.0
539,600111.XSHG,13.0271,14.3514,80847828720.0,47.7017,86.4237,50282341533.1,1.436,11528262124.0,4266557585.09,2012-03-30,0.0
540,600118.XSHG,47.5363,6.0235,12148459135.0,5.9612,12.1394,16661781064.2,0.25,3611261072.42,3352571226.81,2012-03-30,0.0
541,600153.XSHG,5.9654,2.0305,16380335424.0,3.7507,22.287,58644592309.9,0.67,57151916342.1,55376769626.7,2012-03-30,0.0
542,600157.XSHG,28.2438,5.0981,14476312551.0,3.5589999999999997,18.0666,18899889475.8,0.1879,2061757905.27,1610615518.51,2012-03-30,0.0
543,600170.XSHG,8.3385,1.3058,13598811087.0,2.421,13.8168,65610963062.9,0.59,83005730321.7,81734383907.4,2012-03-30,0.0
544,600177.XSHG,25.2346,1.7830000000000001,21531335091.0,4.2358,13.515999999999998,55037976937.7,0.79,11539440070.3,10540533381.4,2012-03-30,0.0
545,600196.XSHG,11.9773,1.7988,17577541520.0,7.0793,12.8125,25343722460.8,0.61,6485540800.81,6565480819.12,2012-03-30,0.0
546,600208.XSHG,18.5659,2.3815,23290183976.0,1.8395,6.6286,48018656800.2,0.094,4020357021.45,3962653793.33,2012-03-30,0.0
547,600219.XSHG,10.725,0.8743,13539081465.0,6.3157,6.7724,15921578561.1,0.53,13328076902.6,11951377507.0,2012-03-30,0.0
548,600221.XSHG,8.0539,1.251,18110905029.0,3.1037,17.1759,83888671116.5,0.55,19364906000.0,16937682000.0,2012-03-30,0.0
549,600233.XSHG,17.1677,1.766,1650000000.0,7.186,7.5242,2323375048.45,0.3937,625222346.76,518707464.67,2012-03-30,0.0
550,600271.XSHG,15.8137,3.5218,16861284000.0,18.6827,21.9906,19698478784.6,1.07,11539776579.1,10127765400.1,2012-03-30,0.0
551,600276.XSHG,28.654,6.9804,29486447838.0,21.5846,23.0337,33472559932.8,0.7089,4550391768.99,3519161464.08,2012-03-30,0.0
552,600297.XSHG,-675.0542,2.4834,2002000000.0,0.3904,0.6756,2865621242.3,0.0155,919976678.92,927385937.92,2012-03-30,0.0
553,600309.XSHG,12.9784,3.8888,28261714790.0,15.7792,27.6414,36798147451.4,0.86,13662307339.4,10932291316.5,2012-03-30,0.0
554,600340.XSHG,5.5349,4.5662,12723163126.0,5.8811,66.1488,32664901147.1,2.19,7790006804.62,6046169588.55,2012-03-30,0.0
555,600352.XSHG,11.2924,1.3673,9221652040.0,4.7907,10.7142,20180688902.5,0.4692,6188537909.9,5677642752.82,2012-03-30,0.0
556,600369.XSHG,-70.9378,2.0059,19857841505.0,1.2957,2.499,27629934419.1,0.11,1040250610.82,820795610.37,2012-03-30,0.0
557,600372.XSHG,44.1841,5.6786,19778294328.0,6.2382,12.6507,23022119040.6,0.3125,3663657840.23,3201084952.02,2012-03-30,0.0
558,600373.XSHG,14.979000000000001,2.4124,9189369292.0,7.6199,13.3854,12774505957.7,0.8515,6981359397.4,6720292836.28,2012-03-30,0.0
559,600376.XSHG,7.2474,1.4509999999999998,17457804000.0,3.6584,16.6781,62220853110.4,1.2556,9042481279.82,7571326689.54,2012-03-30,0.0
560,600383.XSHG,8.0182,1.2973,26784336346.0,0.6583,2.6831,89624682029.8,0.11,6496176515.81,5725712937.71,2012-03-30,0.0
561,600390.XSHG,-9.8715,3.6963,1992622500.0,-6.641,-14.9267,2599088095.32,-0.54,1259446049.18,1368548921.43,2012-03-30,0.0
562,600406.XSHG,27.8449,11.3125,33159829147.0,15.7988,30.9476,35830153966.7,0.54,4660016950.72,3831184229.58,2012-03-30,0.0
563,600415.XSHG,40.951,2.5332,19786083530.0,3.8241,8.6281,31340010246.4,0.24,3396335506.95,2582127317.61,2012-03-30,0.0
564,600436.XSHG,30.639,8.399,9669800000.0,12.8685,17.7691,8845660090.08,1.38,748436762.19,522811518.23,2012-03-30,0.0
565,600482.XSHG,45.6768,3.4808,4112120000.0,2.1598,6.0454,5773965638.45,0.15,4074755282.69,4002004033.01,2012-03-30,0.0
566,600485.XSHG,338.8777,2.5403,1245888140.0,0.3192,0.5041,2035899210.01,0.017,182013848.38,181750305.77,2012-03-30,0.0
567,600489.XSHG,16.5514,4.6887,40224126886.0,11.0412,20.1031,51793168958.4,0.72,22077562412.7,19588278492.7,2012-03-30,0.0
568,600498.XSHG,23.0071,3.0418,11819221260.0,3.8755,8.6064,17267180797.4,0.71,4643443858.48,4446362972.73,2012-03-30,0.0
569,600518.XSHG,21.5703,3.02,27923673934.0,5.6848,9.2811,36535451788.6,0.299,4272739873.2,3470976301.44,2012-03-30,0.0
570,600519.XSHG,16.391,8.1821,204479932800.0,23.7021,31.8919,205800562683.0,6.33,13642075480.1,4362971847.48,2012-03-30,0.0
571,600522.XSHG,25.6919,1.5835,6880657911.0,6.4125,11.1701,8543046646.74,0.5589999999999999,4873970523.76,4455333585.18,2012-03-30,0.0
572,600535.XSHG,23.7213,5.0769,18296807616.0,10.5894,17.6777,24411997267.1,1.18,6569664575.38,5910706258.12,2012-03-30,0.0
573,600547.XSHG,18.0734,8.2289,46662544258.0,17.8272,39.8064,45441199910.7,1.34,39414807405.3,36700345972.0,2012-03-30,0.0
574,600549.XSHG,16.6123,8.1683,28104395800.0,12.1247,34.0401,26327052685.8,1.4968,11910403995.6,9774788560.81,2012-03-30,0.0
575,600570.XSHG,26.2266,6.2478,7609754880.0,15.6636,23.0366,7957036706.92,0.41,1048193404.23,858528112.45,2012-03-30,0.0
576,600583.XSHG,77.9046,2.2902,21625286400.0,1.0141,1.9594,30043206194.2,0.05,7384516743.79,7145258208.9,2012-03-30,0.0
577,600588.XSHG,20.6633,5.1844,15322665232.0,10.7718,19.5851,16267204430.0,0.55,4122161666.0,3819784251.0,2012-03-30,0.0
578,600606.XSHG,12.9309,1.1061,2320099446.0,4.0517,10.0443,5654092424.06,0.39,918538914.46,858479013.69,2012-03-30,0.0
579,600637.XSHG,35.7729,6.2505,16182585170.0,1.6403,2.8202,10240094448.6,0.0582,958604391.68,696579597.09,2012-03-30,0.0
580,600649.XSHG,10.4953,1.1378,14156265286.0,4.2491,8.9978,27239977229.7,0.37,4684821402.15,4030493176.24,2012-03-30,0.0
581,600660.XSHG,12.9652,2.5746,16043920519.0,10.3551,19.9104,23988384317.3,0.58,7101029788.0,5811567161.0,2012-03-30,0.0
582,600663.XSHG,27.0258,1.9367,21030121840.0,3.8696,9.3179,32996090452.4,0.5274,4165872451.54,3021226682.36,2012-03-30,0.0
583,600674.XSHG,34.7815,2.0103,12493507779.0,3.4759,5.9611,17356517489.7,0.1933,1151031561.17,1021032950.23,2012-03-30,0.0
584,600682.XSHG,31.5484,2.665,2974069986.0,1.8545,4.9955,4729482908.37,0.15,1291117569.78,1209182044.01,2012-03-30,0.0
585,600690.XSHG,8.7991,3.3139,27629962387.0,8.2353,28.3614,51294864925.2,0.8420000000000001,56997111693.0,53935280816.6,2012-03-30,0.0
586,600703.XSHG,10.832,2.7785,15739750158.0,13.7415,17.7899,19505787718.7,0.65,1747311965.64,1227629588.83,2012-03-30,0.0
587,600704.XSHG,11.8671,1.9645,6581043489.0,3.0476,13.0462,24607681882.9,0.6226,26189090446.9,25405061934.5,2012-03-30,0.0
588,600739.XSHG,6.7075,2.2667,21794415762.0,18.1868,23.9468,23803629081.2,1.4968,6199641829.04,5651246740.44,2012-03-30,0.0
589,600741.XSHG,7.5374,1.5593,25832001750.0,13.5491,19.2029,40933152129.2,1.158,52298780651.9,48285816917.0,2012-03-30,0.0
590,600795.XSHG,8.1631,1.4508,39718601727.0,2.678,13.802999999999999,185347229643.0,0.237,50911436829.6,49115312274.9,2012-03-30,0.0
591,600804.XSHG,50.7608,2.3331,8245236858.0,3.3668,4.3757,11234631133.0,0.11,1599996293.56,1415040308.86,2012-03-30,0.0
592,600816.XSHG,22.3148,13.4486,6639084954.0,24.4067,45.9572,6479876679.27,0.4296,485006465.51,230775225.25,2012-03-30,0.0
593,600820.XSHG,11.6774,1.1599,5618773518.0,1.4962,6.8388,22326242104.6,0.42,11686034963.9,11699175155.0,2012-03-30,0.0
594,600827.XSHG,11.8362,1.8788,20635499109.0,4.5488,11.5327,46335054009.4,0.682,35316872229.0,33780355629.5,2012-03-30,0.0
595,600837.XSHG,29.42,1.6589,74132668832.0,3.0631,6.9334,111613357407.0,0.38,9292729959.25,5125055308.55,2012-03-30,0.0
596,600886.XSHG,981.987,1.2057,13836106231.0,0.6709,3.6376,105695982583.0,0.1673,17440612504.8,16477615714.4,2012-03-30,0.0
597,600887.XSHG,12.4009,5.8491,35234146820.0,10.3845,35.3281,45082151151.5,1.13,37451372248.7,35959190702.9,2012-03-30,0.0
598,600893.XSHG,50.3396,3.8943,15559105810.0,3.0460000000000003,6.6532,19084961116.1,0.24,6805960553.53,6503805141.83,2012-03-30,0.0
599,600895.XSHG,25.2314,1.8255,11491276461.0,0.3192,0.5995,23765895967.3,0.02,815230379.6,796830833.7,2012-03-30,0.0
600,600900.XSHG,14.9942,1.5765,107580000000.0,3.9727,9.555,196052314533.0,0.3835,15839292168.1,9653406377.63,2012-03-30,0.0
601,600999.XSHG,67.1596,2.1992,52903483059.0,2.2818,7.6612,93862728401.3,0.3984,4245004306.6,1881393282.42,2012-03-30,0.0
602,601006.XSHG,8.5287,1.7628,110757596608.0,9.4583,15.7744,138058233974.0,0.62,33270504198.0,22597383300.0,2012-03-30,0.0
603,601009.XSHG,6.3463,1.2076,26096922775.0,0.9729,11.9318,265784636283.0,0.79,5269932544.25,2426120717.23,2012-03-30,0.0
604,601018.XSHG,11.5032,1.2572,31488000000.0,5.6282,7.9737,43998858000.0,0.15,5144634000.0,3449556000.0,2012-03-30,0.0
605,601099.XSHG,92.8682,4.8107,10177431373.0,2.1634,6.0429,14750807245.2,0.081,550442270.88,373939873.74,2012-03-30,0.0
606,601117.XSHG,9.399,1.8952,28858050000.0,3.7964,9.998,59940141953.6,0.28,28584012574.3,26807593037.6,2012-03-30,0.0
607,601118.XSHG,27.7892,2.9011,26378161436.0,5.7621,8.2074,36685164084.1,0.1807,7360835424.88,6527634483.62,2012-03-30,0.0
608,601166.XSHG,4.4222,1.2496,143674996305.0,1.2022,24.6183,2416614867400.0,2.36,59870000000.0,26338000000.0,2012-03-30,0.0
609,601169.XSHG,6.4934,1.429,72014638889.0,0.9743,17.1367,870782553162.0,1.25,15008708000.0,5019552000.0,2012-03-30,0.0
610,601216.XSHG,15.2374,2.0457,10240000000.0,8.2737,14.9585,14498890326.7,0.7833,2841228959.01,2315399962.94,2012-03-30,0.0
611,601377.XSHG,252.5183,2.5838,21076000000.0,1.9521,4.8766,40650559463.1,0.1862,1792924631.15,1124455503.18,2012-03-30,0.0
612,601555.XSHG,-126.8113,1.9403,14300000000.0,1.2856,5.3312,10615087404.2,0.15,921942200.48,627181924.52,2012-03-30,0.0
613,601668.XSHG,5.1307,1.0269,91500000000.0,3.1068,11.8265,455458892000.0,0.32,347139842000.0,330053219000.0,2012-03-30,0.0
614,601669.XSHG,9.1627,1.4543,39648000000.0,2.07,13.783,127684649912.0,0.39,77604834367.0,74273976691.7,2012-03-30,0.0
615,601688.XSHG,341.8926,1.6404,49168000000.0,1.3766,4.0387,104428527604.0,0.24,4341811673.32,2543546407.58,2012-03-30,0.0
616,601718.XSHG,18.1292,1.4211,13229510000.0,3.7272,6.0091,20272885892.0,0.14,18430800881.6,17815103873.4,2012-03-30,0.0
617,601788.XSHG,46.0278,1.9393,40913460000.0,3.1007,6.9898,55303239991.4,0.4519,4498480695.74,2510682720.79,2012-03-30,0.0
618,601800.XSHG,6.5448,1.2648,90093276317.0,3.5173,17.1577,130488660689.0,0.78,295376268143.0,283335777598.0,2012-03-30,0.0
619,601818.XSHG,4.9362,1.2022,115239151500.0,0.8972,16.4154,1690341240500.0,0.35,33864644000.0,14974219000.0,2012-03-30,0.0
620,601872.XSHG,-43.6895,1.3541,12703571413.0,1.2247,2.0814,18475058761.7,0.0583,2065380265.53,1918890905.01,2012-03-30,0.0
621,601877.XSHG,15.3229,3.3634,15477000000.0,12.5138,18.5556,16362355394.8,0.89,9718671368.0,8523801324.65,2012-03-30,0.0
622,601888.XSHG,23.4087,4.8024,22475200000.0,9.5381,12.8348,24181789608.5,0.6327,9024918199.77,8240386993.88,2012-03-30,0.0
623,601901.XSHG,-34.7247,1.8128,25498000000.0,0.7845,1.9149,51264469990.4,0.05,1299054439.72,1013845956.23,2012-03-30,0.0
624,601933.XSHG,36.5194,5.6415,22952531000.0,5.2015,9.3306,23163714670.7,0.48,12474297901.6,12006047152.4,2012-03-30,0.0
625,601958.XSHG,64.5697,3.0554,41106940056.0,5.0506,5.4801,37915645068.4,0.23,7333285943.68,6466593854.16,2012-03-30,0.0
626,601989.XSHG,16.1653,2.0929,82285833443.0,2.8561,11.4416,215506539959.0,0.47,47103852071.9,42626100596.9,2012-03-30,0.0
627,000001.XSHE,7.5046,1.1323,84842682889.0,0.2662,4.5681,1362400654040.0,0.67,9724000000.0,5259000000.0,2012-04-30,0.0
628,000002.XSHE,10.0591,1.8164,98736987758.0,0.5046,2.6013,328969431824.0,0.13,10345911610.9,8423986177.68,2012-04-30,0.0
629,000008.XSHE,18.8034,8.7188,643729038.0,-0.0087,-0.0098,693937105.83,-0.0004,76256120.94,68221065.09,2012-04-30,0.0
630,000060.XSHE,20.9428,3.5935,19494791316.0,0.8728,1.6858,24875765955.4,0.044000000000000004,3464581124.76,3241866389.91,2012-04-30,0.0
631,000069.XSHE,13.2376,2.5599,42454364709.0,0.4298,1.7706,84827703745.0,0.052000000000000005,2540542221.37,2191745944.51,2012-04-30,0.0
632,000100.XSHE,21.4832,1.5628,17800059551.0,0.0986,0.3386,69024498541.4,0.0045,14548964316.0,14572267212.0,2012-04-30,0.0
633,000402.XSHE,9.2034,1.073,20372247115.0,1.4142,4.6988,59676837142.3,0.29,2143808844.1,1752024563.45,2012-04-30,0.0
634,000413.XSHE,136.9343,20.4045,5132200000.0,10.1986,7.8694,4385183408.94,0.0497,207764428.94,141028364.08,2012-04-30,0.0
635,000415.XSHE,22.2202,1.5585,11101081763.0,0.2444,0.6321,19013497778.4,0.052000000000000005,539120182.88,415134067.52,2012-04-30,0.0
636,000423.XSHE,27.5753,6.7577,25382575851.0,7.6487,9.2807,26961281573.5,0.5094,713833075.46,341251362.78,2012-04-30,0.0
637,000425.XSHE,10.1577,1.9832,31498317012.0,2.033,4.7752,49378157844.2,0.36,7988280362.53,7131769256.14,2012-04-30,0.0
638,000503.XSHE,303.9581,4.6587,5797403216.0,0.0925,0.2633,5334106641.2,0.0036,32406083.18,47617942.9,2012-04-30,0.0
639,000538.XSHE,27.4443,5.9904,35018801201.0,3.077,5.0962,37990767461.5,0.42,2831893129.81,2494786921.45,2012-04-30,0.0
640,000540.XSHE,19.3665,4.7742,10972209465.0,0.7816,6.4492,26528814004.7,0.1123,729185392.46,647302735.52,2012-04-30,0.0
641,000559.XSHE,21.8769,2.4553,9718907801.0,1.1062,2.3051,13625359489.8,0.057999999999999996,1898862764.33,1782606701.11,2012-04-30,0.0
642,000568.XSHE,18.4631,7.1897,60970092285.0,10.5949,16.5287,58250244042.8,0.9279999999999999,3191989318.54,1408391052.71,2012-04-30,0.0
643,000623.XSHE,9.1074,1.923,17806205116.0,1.7929,2.0056,16213310550.2,0.27,314664239.12,267488371.07,2012-04-30,0.0
644,000625.XSHE,57.8111,1.5721,22661626485.0,0.3527,1.0043,41142232577.7,0.03,7544180418.0,7745001410.01,2012-04-30,0.0
645,000627.XSHE,-30.5883,3.2364,4399167065.0,-2.0018,-2.8534,4533873670.03,-0.028999999999999998,253420602.65,268177323.73,2012-04-30,0.0
646,000630.XSHE,21.3363,2.9810000000000003,30621408469.0,0.7848,2.8019,53351835201.3,0.2,16758406103.4,16429277208.3,2012-04-30,0.0
647,000651.XSHE,12.024000000000001,2.9897,65842174460.0,1.4019,5.922999999999999,122648966753.0,0.3902,20088107125.9,18740435287.4,2012-04-30,0.0
648,000671.XSHE,15.6815,2.5789,4802609683.0,0.0328,0.5131,13821982244.5,0.02,481104534.88,467333190.89,2012-04-30,0.0
649,000686.XSHE,-53.8251,3.6027,11175181591.0,0.3811,1.577,19553487689.1,0.0767,262302769.45,205234420.21,2012-04-30,0.0
650,000709.XSHE,27.2995,0.7514,32386752469.0,0.2491,0.8379,131079553674.0,0.034,29144221367.7,28695308140.5,2012-04-30,0.0
651,000723.XSHE,485.2186,4.5368,2098175901.0,-1.1769,-2.0683,2531926324.53,-0.07,254488063.73,264512428.58,2012-04-30,0.0
652,000725.XSHE,33.0245,0.9761,24473991637.0,-1.0529,-1.9525,54056359071.8,-0.037000000000000005,4147641280.0,4914498673.0,2012-04-30,0.0
653,000728.XSHE,46.0963,1.4365,21389049000.0,0.6843,1.0435,27498277833.5,0.08,430691730.56,241276959.93,2012-04-30,0.0
654,000738.XSHE,53.8681,3.9994,9994087962.0,0.4638,0.8675,11315586387.2,0.02,436894722.22,413178024.54,2012-04-30,0.0
655,000750.XSHE,290.4774,6.7488,17668642505.0,0.6369,2.3975,21039695598.5,0.09,351450909.28,253861657.53,2012-04-30,0.0
656,000768.XSHE,50.3035,2.2364,21059756740.0,-0.016,0.08800000000000001,30066613942.8,0.0037,2392741195.3,2471175243.17,2012-04-30,0.0
657,000776.XSHE,43.3952,2.7909,88937354247.0,0.8188,2.029,130503179566.0,0.22,1790082283.46,956064499.45,2012-04-30,0.0
658,000783.XSHE,80.7127,1.9409,22668995501.0,0.6072,1.5434,38772737550.1,0.08,582228760.97,346943430.46,2012-04-30,0.0
659,000792.XSHE,24.0777,3.7659,53472919405.0,1.7903,3.5337,66137778659.5,0.3097,1545124637.18,909196276.08,2012-04-30,0.0
660,000826.XSHE,29.8449,5.6664,9559722255.0,1.7622,4.1134,11041480553.5,0.162,327418692.14,249903932.08,2012-04-30,0.0
661,000839.XSHE,77.9081,2.0466,11978989333.0,0.4067,0.7715,17670912769.0,0.0287,375544419.07,419290287.02,2012-04-30,0.0
662,000858.XSHE,18.974,5.1737,135212334566.0,8.359,12.3853,133600655755.0,0.804,8230651472.62,4041835235.48,2012-04-30,0.0
663,000876.XSHE,10.6383,2.8141,28549911692.0,3.2648,5.636,37881687825.1,0.32,17265953728.4,16914160872.4,2012-04-30,0.0
664,000895.XSHE,31.2597,10.1583,39316949112.0,1.8475,2.9072,43812437752.0,0.3114,9168300010.71,8498975099.36,2012-04-30,0.0
665,000938.XSHE,55.974,3.3976,2740864000.0,0.615,1.4655,3628361589.11,0.057,1193735186.54,1181592358.65,2012-04-30,0.0
666,000959.XSHE,-48.4572,1.1122,8276607699.0,-1.2406,-2.0055,16735451669.6,-0.0508,2921555123.68,3134268299.29,2012-04-30,0.0
667,000961.XSHE,15.5737,2.4469,13640362160.0,0.4103,2.5597,39181375073.0,0.12,1859377321.07,1657721653.57,2012-04-30,0.0
668,000963.XSHE,26.7307,6.68,11025123771.0,2.4936,7.6511,15596587280.3,0.2802,3516113015.35,3320590041.14,2012-04-30,0.0
669,000983.XSHE,19.5649,3.6004,55177512000.0,2.7987,6.9486,67051604657.7,0.3227,8062315775.3,6560129572.5,2012-04-30,0.0
670,002007.XSHE,36.0001,5.295,13223900160.0,5.3435,5.3606,13366875859.7,0.2263,274065826.4,101893074.96,2012-04-30,0.0
671,002008.XSHE,13.5442,2.5686,7655427078.0,0.9845,1.9073,10083073849.0,0.0528,695363271.22,649905320.68,2012-04-30,0.0
672,002024.XSHE,14.854000000000001,2.9689,69052611117.0,1.5613,4.1724,100641404694.0,0.14,22641020000.0,21434154000.0,2012-04-30,0.0
673,002027.XSHE,-21.1115,2.2949,1366554724.0,-1.0443,-1.483,1480428415.51,-0.0294,250510817.47,259600881.06,2012-04-30,0.0
674,002044.XSHE,36.1832,5.6053,2152800000.0,0.8191,1.4069,2226046108.77,0.024,129105048.27,121756199.13,2012-04-30,0.0
675,002065.XSHE,24.6012,4.638,10880252000.0,2.755,3.9581,11918240617.5,0.172,574021056.45,509495149.04,2012-04-30,0.0
676,002074.XSHE,43.3482,3.8564,1705166640.0,1.4371,2.6485,2041095553.88,0.05,101610507.91,90931567.53,2012-04-30,0.0
677,002081.XSHE,26.1039,6.4383,21325866108.0,2.714,6.2371,23770489229.5,0.3866,2370403455.25,2129798446.77,2012-04-30,0.0
678,002142.XSHE,8.7872,1.5468,30510821197.0,0.39299999999999996,5.377999999999999,271041489251.0,0.36,2402595000.0,1099491000.0,2012-04-30,0.0
679,002146.XSHE,12.8614,3.2014,20407296000.0,0.7752,3.5754,39969396456.8,0.12,1813826111.29,1514856411.41,2012-04-30,0.0
680,002153.XSHE,33.2026,7.907,8964480000.0,3.1709,3.5843,8669450876.3,0.13,142364325.06,109214196.76,2012-04-30,0.0
681,002174.XSHE,597.1002,4.8263,1091489360.0,-0.6211,-1.2551,1437898893.48,-0.034,54331932.94,57443837.09,2012-04-30,0.0
682,002230.XSHE,64.0022,7.2845,8830266103.0,1.3195,1.6628,9300796154.83,0.08,130067692.66,110728228.52,2012-04-30,0.0
683,002236.XSHE,34.2724,8.8332,13906576332.0,2.9129,4.3483,14067682047.0,0.24,498029565.17,443347074.46,2012-04-30,0.0
684,002241.XSHE,37.9214,4.8957,22133236731.0,1.7628,3.4728,22890086830.1,0.15,979952086.76,839878314.62,2012-04-30,0.0
685,002252.XSHE,33.9899,7.2391,6775520000.0,2.1294,2.3035,6998424982.57,0.078,71543015.96,48150081.75,2012-04-30,0.0
686,002292.XSHE,69.9509,6.3437,8962048000.0,2.1215,2.3791,9404605437.13,0.08,267810140.57,228023252.72,2012-04-30,0.0
687,002294.XSHE,24.646,4.6447,10489216000.0,4.9884,5.7403,10290819245.7,0.35,414950938.75,268881214.84,2012-04-30,0.0
688,002304.XSHE,29.6591,12.4039,150120000000.0,11.2245,20.1158,138888544032.0,2.46,5961705523.68,3032872053.3,2012-04-30,0.0
689,002310.XSHE,32.1166,7.3936,13742809533.0,-0.782,-1.6309,15253089344.9,-0.2,251920926.31,276868648.65,2012-04-30,0.0
690,002352.XSHE,36.6718,2.1856,1597087606.0,1.2182,1.6780000000000002,1810110276.68,0.16,181164418.37,170834262.05,2012-04-30,0.0
691,002385.XSHE,25.2217,3.8764,14212368000.0,4.1034,5.0057,14816889232.1,0.45,2102886613.18,1883406244.28,2012-04-30,0.0
692,002411.XSHE,41.4752,3.3247,2637792000.0,1.8145,2.496,2723191041.85,0.08,248326413.49,226432967.52,2012-04-30,0.0
693,002415.XSHE,29.462,6.452999999999999,46190000000.0,4.2396,4.9761,43265127029.0,0.35,1292678630.79,936229586.55,2012-04-30,0.0
694,002424.XSHE,31.1135,3.4077,6722016000.0,1.9749,2.9872,7622925474.61,0.12,293591819.29,220411047.28,2012-04-30,0.0
695,002426.XSHE,51.317,2.2243,2955025800.0,1.0742,1.4803,3371324193.94,0.0485,376287714.53,351709125.1,2012-04-30,0.0
696,002450.XSHE,52.6677,7.8818,8392857600.0,2.2171,4.2567,8934809246.08,0.0861,407522741.93,345793834.15,2012-04-30,0.0
697,002456.XSHE,122.1467,4.3616,4333440000.0,0.8529,2.097,5733836604.51,0.11,363020414.35,339905413.88,2012-04-30,0.0
698,002460.XSHE,61.6209,4.9232,3649500000.0,1.9973,2.3468,3503091110.42,0.115,144125080.29,124929555.69,2012-04-30,0.0
699,002465.XSHE,36.5705,1.9996,8578667958.0,0.2542,0.3474,8382965375.25,0.04,212327536.44,206187488.56,2012-04-30,0.0
700,002466.XSHE,118.5846,4.7238,4687830000.0,0.7308,0.8244,4333963821.27,0.06,82702389.92,74496802.15,2012-04-30,0.0
